index,fname,label,real_int,real_str
4241.0,4241.png,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]","0, 2, 5, 3","T-shirt/top, Pullover, Sandal, Dress"
4242.0,4242.png,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]","7, 9, 9, 3","Sneaker, Ankle boot, Ankle boot, Dress"
4243.0,4243.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","0, 1, 9, 7","T-shirt/top, Trouser, Ankle boot, Sneaker"
4244.0,4244.png,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","7, 6, 3, 8","Sneaker, Shirt, Dress, Bag"
4245.0,4245.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","1, 8, 7, 1","Trouser, Bag, Sneaker, Trouser"
4246.0,4246.png,"[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","2, 3, 3, 7","Pullover, Dress, Dress, Sneaker"
4247.0,4247.png,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","4, 9, 7, 4","Coat, Ankle boot, Sneaker, Coat"
4248.0,4248.png,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","4, 7, 7, 6","Coat, Sneaker, Sneaker, Shirt"
4249.0,4249.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","3, 2, 2, 4","Dress, Pullover, Pullover, Coat"
4250.0,4250.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","8, 0, 0, 4","Bag, T-shirt/top, T-shirt/top, Coat"
4251.0,4251.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","7, 1, 4, 1","Sneaker, Trouser, Coat, Trouser"
4252.0,4252.png,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0]","2, 3, 2, 8","Pullover, Dress, Pullover, Bag"
4253.0,4253.png,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","5, 9, 6, 8","Sandal, Ankle boot, Shirt, Bag"
4254.0,4254.png,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","8, 4, 4, 3","Bag, Coat, Coat, Dress"
4255.0,4255.png,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]","5, 6, 1, 8","Sandal, Shirt, Trouser, Bag"
4256.0,4256.png,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","3, 7, 6, 7","Dress, Sneaker, Shirt, Sneaker"
4257.0,4257.png,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","2, 7, 7, 7","Pullover, Sneaker, Sneaker, Sneaker"
4258.0,4258.png,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","4, 2, 5, 6","Coat, Pullover, Sandal, Shirt"
4259.0,4259.png,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","1, 5, 6, 5","Trouser, Sandal, Shirt, Sandal"
4260.0,4260.png,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","0, 3, 7, 9","T-shirt/top, Dress, Sneaker, Ankle boot"
4261.0,4261.png,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","6, 0, 9, 9","Shirt, T-shirt/top, Ankle boot, Ankle boot"
4262.0,4262.png,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","9, 2, 2, 7","Ankle boot, Pullover, Pullover, Sneaker"
4263.0,4263.png,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","1, 7, 8, 0","Trouser, Sneaker, Bag, T-shirt/top"
4264.0,4264.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","1, 0, 7, 1","Trouser, T-shirt/top, Sneaker, Trouser"
4265.0,4265.png,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]","3, 1, 6, 6","Dress, Trouser, Shirt, Shirt"
4266.0,4266.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","4, 3, 1, 4","Coat, Dress, Trouser, Coat"
4267.0,4267.png,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 1]","9, 7, 6, 3","Ankle boot, Sneaker, Shirt, Dress"
4268.0,4268.png,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","6, 4, 8, 4","Shirt, Coat, Bag, Coat"
4269.0,4269.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","8, 4, 9, 9","Bag, Coat, Ankle boot, Ankle boot"
4270.0,4270.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","7, 1, 7, 1","Sneaker, Trouser, Sneaker, Trouser"
4271.0,4271.png,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","7, 8, 1, 2","Sneaker, Bag, Trouser, Pullover"
4272.0,4272.png,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","0, 3, 9, 7","T-shirt/top, Dress, Ankle boot, Sneaker"
4273.0,4273.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 3, 0, 0","Sandal, Dress, T-shirt/top, T-shirt/top"
4274.0,4274.png,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","9, 4, 8, 2","Ankle boot, Coat, Bag, Pullover"
4275.0,4275.png,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","9, 0, 0, 6","Ankle boot, T-shirt/top, T-shirt/top, Shirt"
4276.0,4276.png,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","6, 4, 5, 7","Shirt, Coat, Sandal, Sneaker"
4277.0,4277.png,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0]","6, 3, 6, 1","Shirt, Dress, Shirt, Trouser"
4278.0,4278.png,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","2, 6, 6, 9","Pullover, Shirt, Shirt, Ankle boot"
4279.0,4279.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","0, 4, 0, 3","T-shirt/top, Coat, T-shirt/top, Dress"
4280.0,4280.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","1, 5, 6, 7","Trouser, Sandal, Shirt, Sneaker"
4281.0,4281.png,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","5, 9, 7, 5","Sandal, Ankle boot, Sneaker, Sandal"
4282.0,4282.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]","5, 9, 6, 4","Sandal, Ankle boot, Shirt, Coat"
4283.0,4283.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","9, 0, 6, 8","Ankle boot, T-shirt/top, Shirt, Bag"
4284.0,4284.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","4, 7, 7, 5","Coat, Sneaker, Sneaker, Sandal"
4285.0,4285.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","7, 9, 0, 6","Sneaker, Ankle boot, T-shirt/top, Shirt"
4286.0,4286.png,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","5, 6, 7, 2","Sandal, Shirt, Sneaker, Pullover"
4287.0,4287.png,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","1, 2, 7, 5","Trouser, Pullover, Sneaker, Sandal"
4288.0,4288.png,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","4, 5, 3, 3","Coat, Sandal, Dress, Dress"
4289.0,4289.png,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","7, 0, 3, 2","Sneaker, T-shirt/top, Dress, Pullover"
4290.0,4290.png,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","5, 7, 5, 2","Sandal, Sneaker, Sandal, Pullover"
4291.0,4291.png,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","8, 4, 1, 9","Bag, Coat, Trouser, Ankle boot"
4292.0,4292.png,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","9, 2, 6, 9","Ankle boot, Pullover, Shirt, Ankle boot"
4293.0,4293.png,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]","7, 3, 5, 2","Sneaker, Dress, Sandal, Pullover"
4294.0,4294.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","9, 4, 9, 0","Ankle boot, Coat, Ankle boot, T-shirt/top"
4295.0,4295.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","6, 8, 8, 7","Shirt, Bag, Bag, Sneaker"
4296.0,4296.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","1, 9, 7, 0","Trouser, Ankle boot, Sneaker, T-shirt/top"
4297.0,4297.png,"[0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","2, 5, 4, 7","Pullover, Sandal, Coat, Sneaker"
4298.0,4298.png,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","9, 5, 0, 9","Ankle boot, Sandal, T-shirt/top, Ankle boot"
4299.0,4299.png,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]","8, 9, 1, 6","Bag, Ankle boot, Trouser, Shirt"
4300.0,4300.png,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","5, 9, 7, 5","Sandal, Ankle boot, Sneaker, Sandal"
4301.0,4301.png,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]","8, 5, 5, 4","Bag, Sandal, Sandal, Coat"
4302.0,4302.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","4, 1, 2, 1","Coat, Trouser, Pullover, Trouser"
4303.0,4303.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","4, 3, 9, 1","Coat, Dress, Ankle boot, Trouser"
4304.0,4304.png,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","7, 1, 7, 3","Sneaker, Trouser, Sneaker, Dress"
4305.0,4305.png,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","0, 0, 5, 2","T-shirt/top, T-shirt/top, Sandal, Pullover"
4306.0,4306.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","5, 5, 5, 1","Sandal, Sandal, Sandal, Trouser"
4307.0,4307.png,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","4, 9, 7, 7","Coat, Ankle boot, Sneaker, Sneaker"
4308.0,4308.png,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","8, 2, 8, 8","Bag, Pullover, Bag, Bag"
4309.0,4309.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","5, 6, 7, 1","Sandal, Shirt, Sneaker, Trouser"
4310.0,4310.png,"[0, 0, 0, 0, 1, 0, 1, 1, 1, 0]","4, 7, 6, 8","Coat, Sneaker, Shirt, Bag"
4311.0,4311.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]","8, 7, 8, 6","Bag, Sneaker, Bag, Shirt"
4312.0,4312.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","9, 1, 9, 1","Ankle boot, Trouser, Ankle boot, Trouser"
4313.0,4313.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","7, 1, 7, 9","Sneaker, Trouser, Sneaker, Ankle boot"
4314.0,4314.png,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","1, 6, 0, 6","Trouser, Shirt, T-shirt/top, Shirt"
4315.0,4315.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","9, 1, 5, 5","Ankle boot, Trouser, Sandal, Sandal"
4316.0,4316.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","1, 6, 6, 7","Trouser, Shirt, Shirt, Sneaker"
4317.0,4317.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","9, 7, 9, 7","Ankle boot, Sneaker, Ankle boot, Sneaker"
4318.0,4318.png,"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","0, 6, 7, 8","T-shirt/top, Shirt, Sneaker, Bag"
4319.0,4319.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","1, 9, 5, 9","Trouser, Ankle boot, Sandal, Ankle boot"
4320.0,4320.png,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","8, 0, 7, 0","Bag, T-shirt/top, Sneaker, T-shirt/top"
4321.0,4321.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","4, 9, 5, 1","Coat, Ankle boot, Sandal, Trouser"
4322.0,4322.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","7, 1, 0, 7","Sneaker, Trouser, T-shirt/top, Sneaker"
4323.0,4323.png,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","3, 6, 4, 7","Dress, Shirt, Coat, Sneaker"
4324.0,4324.png,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","8, 1, 5, 7","Bag, Trouser, Sandal, Sneaker"
4325.0,4325.png,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","6, 1, 2, 9","Shirt, Trouser, Pullover, Ankle boot"
4326.0,4326.png,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","5, 5, 7, 7","Sandal, Sandal, Sneaker, Sneaker"
4327.0,4327.png,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","0, 1, 1, 4","T-shirt/top, Trouser, Trouser, Coat"
4328.0,4328.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","8, 0, 6, 0","Bag, T-shirt/top, Shirt, T-shirt/top"
4329.0,4329.png,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","3, 3, 1, 3","Dress, Dress, Trouser, Dress"
4330.0,4330.png,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]","0, 9, 5, 8","T-shirt/top, Ankle boot, Sandal, Bag"
4331.0,4331.png,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","2, 1, 1, 8","Pullover, Trouser, Trouser, Bag"
4332.0,4332.png,"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","0, 5, 9, 6","T-shirt/top, Sandal, Ankle boot, Shirt"
4333.0,4333.png,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0]","2, 6, 8, 3","Pullover, Shirt, Bag, Dress"
4334.0,4334.png,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","1, 6, 1, 8","Trouser, Shirt, Trouser, Bag"
4335.0,4335.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","0, 7, 9, 1","T-shirt/top, Sneaker, Ankle boot, Trouser"
4336.0,4336.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","9, 7, 6, 0","Ankle boot, Sneaker, Shirt, T-shirt/top"
4337.0,4337.png,"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0]","8, 1, 3, 2","Bag, Trouser, Dress, Pullover"
4338.0,4338.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","4, 8, 9, 9","Coat, Bag, Ankle boot, Ankle boot"
4339.0,4339.png,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 1, 8, 0","Sneaker, Trouser, Bag, T-shirt/top"
4340.0,4340.png,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","5, 6, 8, 9","Sandal, Shirt, Bag, Ankle boot"
4341.0,4341.png,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]","9, 0, 3, 7","Ankle boot, T-shirt/top, Dress, Sneaker"
4342.0,4342.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","0, 1, 0, 5","T-shirt/top, Trouser, T-shirt/top, Sandal"
4343.0,4343.png,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1]","7, 8, 2, 9","Sneaker, Bag, Pullover, Ankle boot"
4344.0,4344.png,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0]","6, 2, 4, 7","Shirt, Pullover, Coat, Sneaker"
4345.0,4345.png,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","1, 4, 5, 2","Trouser, Coat, Sandal, Pullover"
4346.0,4346.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","0, 6, 6, 7","T-shirt/top, Shirt, Shirt, Sneaker"
4347.0,4347.png,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","1, 2, 0, 5","Trouser, Pullover, T-shirt/top, Sandal"
4348.0,4348.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","8, 9, 8, 8","Bag, Ankle boot, Bag, Bag"
4349.0,4349.png,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0]","6, 0, 1, 4","Shirt, T-shirt/top, Trouser, Coat"
4350.0,4350.png,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","2, 7, 0, 1","Pullover, Sneaker, T-shirt/top, Trouser"
4351.0,4351.png,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0]","3, 0, 1, 6","Dress, T-shirt/top, Trouser, Shirt"
4352.0,4352.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","2, 2, 4, 1","Pullover, Pullover, Coat, Trouser"
4353.0,4353.png,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","2, 8, 7, 5","Pullover, Bag, Sneaker, Sandal"
4354.0,4354.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","5, 7, 5, 1","Sandal, Sneaker, Sandal, Trouser"
4355.0,4355.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","4, 2, 9, 9","Coat, Pullover, Ankle boot, Ankle boot"
4356.0,4356.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","7, 8, 5, 7","Sneaker, Bag, Sandal, Sneaker"
4357.0,4357.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","9, 6, 8, 0","Ankle boot, Shirt, Bag, T-shirt/top"
4358.0,4358.png,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","2, 3, 3, 6","Pullover, Dress, Dress, Shirt"
4359.0,4359.png,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","0, 0, 2, 0","T-shirt/top, T-shirt/top, Pullover, T-shirt/top"
4360.0,4360.png,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","2, 3, 1, 1","Pullover, Dress, Trouser, Trouser"
4361.0,4361.png,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0]","3, 1, 8, 5","Dress, Trouser, Bag, Sandal"
4362.0,4362.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","3, 0, 9, 3","Dress, T-shirt/top, Ankle boot, Dress"
4363.0,4363.png,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","1, 2, 8, 2","Trouser, Pullover, Bag, Pullover"
4364.0,4364.png,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","4, 8, 5, 7","Coat, Bag, Sandal, Sneaker"
4365.0,4365.png,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","4, 8, 3, 4","Coat, Bag, Dress, Coat"
4366.0,4366.png,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]","4, 3, 2, 0","Coat, Dress, Pullover, T-shirt/top"
4367.0,4367.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","4, 5, 0, 4","Coat, Sandal, T-shirt/top, Coat"
4368.0,4368.png,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","7, 8, 1, 2","Sneaker, Bag, Trouser, Pullover"
4369.0,4369.png,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","0, 1, 4, 7","T-shirt/top, Trouser, Coat, Sneaker"
4370.0,4370.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","3, 8, 1, 3","Dress, Bag, Trouser, Dress"
4371.0,4371.png,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","4, 6, 6, 4","Coat, Shirt, Shirt, Coat"
4372.0,4372.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","3, 3, 0, 3","Dress, Dress, T-shirt/top, Dress"
4373.0,4373.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","2, 3, 4, 2","Pullover, Dress, Coat, Pullover"
4374.0,4374.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","1, 6, 1, 7","Trouser, Shirt, Trouser, Sneaker"
4375.0,4375.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","1, 9, 9, 4","Trouser, Ankle boot, Ankle boot, Coat"
4376.0,4376.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","7, 6, 7, 5","Sneaker, Shirt, Sneaker, Sandal"
4377.0,4377.png,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","4, 3, 7, 8","Coat, Dress, Sneaker, Bag"
4378.0,4378.png,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","7, 8, 8, 1","Sneaker, Bag, Bag, Trouser"
4379.0,4379.png,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","6, 4, 5, 6","Shirt, Coat, Sandal, Shirt"
4380.0,4380.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 5, 3, 0","Sandal, Sandal, Dress, T-shirt/top"
4381.0,4381.png,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","3, 4, 7, 6","Dress, Coat, Sneaker, Shirt"
4382.0,4382.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","9, 2, 7, 4","Ankle boot, Pullover, Sneaker, Coat"
4383.0,4383.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","7, 1, 1, 9","Sneaker, Trouser, Trouser, Ankle boot"
4384.0,4384.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","1, 1, 6, 1","Trouser, Trouser, Shirt, Trouser"
4385.0,4385.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","5, 7, 4, 7","Sandal, Sneaker, Coat, Sneaker"
4386.0,4386.png,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 1]","9, 7, 5, 2","Ankle boot, Sneaker, Sandal, Pullover"
4387.0,4387.png,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","8, 4, 6, 5","Bag, Coat, Shirt, Sandal"
4388.0,4388.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","7, 5, 6, 1","Sneaker, Sandal, Shirt, Trouser"
4389.0,4389.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","5, 4, 7, 7","Sandal, Coat, Sneaker, Sneaker"
4390.0,4390.png,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]","3, 8, 2, 9","Dress, Bag, Pullover, Ankle boot"
4391.0,4391.png,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","5, 7, 2, 6","Sandal, Sneaker, Pullover, Shirt"
4392.0,4392.png,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","3, 2, 1, 4","Dress, Pullover, Trouser, Coat"
4393.0,4393.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","6, 9, 8, 7","Shirt, Ankle boot, Bag, Sneaker"
4394.0,4394.png,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","2, 5, 8, 2","Pullover, Sandal, Bag, Pullover"
4395.0,4395.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","8, 0, 6, 0","Bag, T-shirt/top, Shirt, T-shirt/top"
4396.0,4396.png,"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]","2, 7, 1, 3","Pullover, Sneaker, Trouser, Dress"
4397.0,4397.png,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","6, 2, 2, 9","Shirt, Pullover, Pullover, Ankle boot"
4398.0,4398.png,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","0, 7, 8, 7","T-shirt/top, Sneaker, Bag, Sneaker"
4399.0,4399.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","1, 7, 5, 6","Trouser, Sneaker, Sandal, Shirt"
4400.0,4400.png,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","3, 8, 3, 3","Dress, Bag, Dress, Dress"
4401.0,4401.png,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]","2, 8, 2, 0","Pullover, Bag, Pullover, T-shirt/top"
4402.0,4402.png,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0]","4, 7, 6, 7","Coat, Sneaker, Shirt, Sneaker"
4403.0,4403.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","1, 4, 1, 3","Trouser, Coat, Trouser, Dress"
4404.0,4404.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","8, 9, 0, 0","Bag, Ankle boot, T-shirt/top, T-shirt/top"
4405.0,4405.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","7, 1, 5, 1","Sneaker, Trouser, Sandal, Trouser"
4406.0,4406.png,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","0, 5, 9, 2","T-shirt/top, Sandal, Ankle boot, Pullover"
4407.0,4407.png,"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","8, 0, 0, 1","Bag, T-shirt/top, T-shirt/top, Trouser"
4408.0,4408.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 0]","8, 8, 7, 5","Bag, Bag, Sneaker, Sandal"
4409.0,4409.png,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","3, 7, 4, 9","Dress, Sneaker, Coat, Ankle boot"
4410.0,4410.png,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1]","8, 1, 9, 6","Bag, Trouser, Ankle boot, Shirt"
4411.0,4411.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 3, 3, 0","Sandal, Dress, Dress, T-shirt/top"
4412.0,4412.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","5, 1, 4, 1","Sandal, Trouser, Coat, Trouser"
4413.0,4413.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","7, 2, 4, 9","Sneaker, Pullover, Coat, Ankle boot"
4414.0,4414.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1]","2, 7, 6, 9","Pullover, Sneaker, Shirt, Ankle boot"
4415.0,4415.png,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","6, 6, 1, 9","Shirt, Shirt, Trouser, Ankle boot"
4416.0,4416.png,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","6, 9, 4, 9","Shirt, Ankle boot, Coat, Ankle boot"
4417.0,4417.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]","1, 9, 5, 0","Trouser, Ankle boot, Sandal, T-shirt/top"
4418.0,4418.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","0, 8, 4, 9","T-shirt/top, Bag, Coat, Ankle boot"
4419.0,4419.png,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","2, 8, 6, 2","Pullover, Bag, Shirt, Pullover"
4420.0,4420.png,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","5, 0, 6, 3","Sandal, T-shirt/top, Shirt, Dress"
4421.0,4421.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","1, 9, 5, 4","Trouser, Ankle boot, Sandal, Coat"
4422.0,4422.png,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","8, 1, 5, 7","Bag, Trouser, Sandal, Sneaker"
4423.0,4423.png,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","5, 4, 5, 5","Sandal, Coat, Sandal, Sandal"
4424.0,4424.png,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]","8, 8, 0, 3","Bag, Bag, T-shirt/top, Dress"
4425.0,4425.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","3, 2, 2, 4","Dress, Pullover, Pullover, Coat"
